ReviewerID,PaperID,Comment,Score
2253996796.0,d534fc35fb46d0d1df38838db2107ebb0ec71ff4,Limited novelty but useful results.,2
2098799888.0,d534fc35fb46d0d1df38838db2107ebb0ec71ff4,Well-structured and informative.,4
2817207.0,82f4f334e87737921035e7d172a895ed41a03fdf,Interesting methodology.,3
1398028934.0,82f4f334e87737921035e7d172a895ed41a03fdf,Needs more empirical validation.,5
3030841.0,82f4f334e87737921035e7d172a895ed41a03fdf,Well-structured and informative.,2
2127446251.0,860fc334ad902d847f28cbbe0234d158590da5b4,Well-structured and informative.,1
3119731.0,860fc334ad902d847f28cbbe0234d158590da5b4,Needs more empirical validation.,4
2152094456.0,860fc334ad902d847f28cbbe0234d158590da5b4,Limited novelty but useful results.,2
153459399.0,48748deac5da9d0ab0d09bffe254ada4b151bbb0,Interesting methodology.,2
2055848732.0,48748deac5da9d0ab0d09bffe254ada4b151bbb0,Interesting methodology.,2
47608700.0,48748deac5da9d0ab0d09bffe254ada4b151bbb0,Well-structured and informative.,4
150105187.0,77cb4b76139c0e798b0e3fecc4f5db08f97aaf00,Well-structured and informative.,5
2072798924.0,77cb4b76139c0e798b0e3fecc4f5db08f97aaf00,Interesting methodology.,4
5800468.0,77cb4b76139c0e798b0e3fecc4f5db08f97aaf00,Limited novelty but useful results.,3
145761721.0,77cb4b76139c0e798b0e3fecc4f5db08f97aaf00,Well-structured and informative.,1
2072389004.0,6e33e92e106c0a1044a89e8dd33330a4d755e7eb,Needs more empirical validation.,5
2520424.0,6e33e92e106c0a1044a89e8dd33330a4d755e7eb,Needs more empirical validation.,5
46515199.0,6e33e92e106c0a1044a89e8dd33330a4d755e7eb,Interesting methodology.,3
144757691.0,6e33e92e106c0a1044a89e8dd33330a4d755e7eb,Interesting methodology.,1
145148600.0,6e33e92e106c0a1044a89e8dd33330a4d755e7eb,Needs more empirical validation.,3
3376253.0,000270f4b973ba6db82a3cb6a6f1e139ae2974c6,Needs more empirical validation.,2
2282398.0,000270f4b973ba6db82a3cb6a6f1e139ae2974c6,Excellent contribution to the field.,1
2436322.0,000270f4b973ba6db82a3cb6a6f1e139ae2974c6,Limited novelty but useful results.,1
48019426.0,000270f4b973ba6db82a3cb6a6f1e139ae2974c6,Well-structured and informative.,5
47844994.0,000270f4b973ba6db82a3cb6a6f1e139ae2974c6,Excellent contribution to the field.,1
,000270f4b973ba6db82a3cb6a6f1e139ae2974c6,Limited novelty but useful results.,3
2297286377.0,49a9a7363858a821ce824f57ae8b3efa675372a3,Well-structured and informative.,4
2133296696.0,49a9a7363858a821ce824f57ae8b3efa675372a3,Interesting methodology.,1
2297286377.0,927d7b49cafc6a856e9d41ae0e66424a21c81a31,Needs more empirical validation.,1
1401997726.0,927d7b49cafc6a856e9d41ae0e66424a21c81a31,Excellent contribution to the field.,4
2264759.0,a766e4ae21d21e3ae16c40c9c6c7c9b396c8f769,Excellent contribution to the field.,2
2769711.0,a766e4ae21d21e3ae16c40c9c6c7c9b396c8f769,Interesting methodology.,4
2243999.0,ad321149076b26ae9b23521cd04f0c9436f100ce,Interesting methodology.,1
1405514357.0,ad321149076b26ae9b23521cd04f0c9436f100ce,Interesting methodology.,1
145846845.0,ad321149076b26ae9b23521cd04f0c9436f100ce,Needs more empirical validation.,4
35756903.0,ad321149076b26ae9b23521cd04f0c9436f100ce,Excellent contribution to the field.,2
9128955.0,bc291d55606ed79f1bab48b35d1ce83b406c17db,Well-structured and informative.,3
2434542.0,bc291d55606ed79f1bab48b35d1ce83b406c17db,Needs more empirical validation.,3
10834575.0,8daca718703f71dc1772d911b1cabdbee3a86f7d,Excellent contribution to the field.,3
2332637.0,8daca718703f71dc1772d911b1cabdbee3a86f7d,Excellent contribution to the field.,1
2288176.0,8daca718703f71dc1772d911b1cabdbee3a86f7d,Needs more empirical validation.,1
10834575.0,eec878d2f940d79408e2a3d6e20bdc7d20c2f0c5,Interesting methodology.,5
2332637.0,eec878d2f940d79408e2a3d6e20bdc7d20c2f0c5,Limited novelty but useful results.,1
2288176.0,eec878d2f940d79408e2a3d6e20bdc7d20c2f0c5,Interesting methodology.,5
10834575.0,8acccb75195a265961aa11ff2de5843103be764c,Interesting methodology.,1
2332637.0,8acccb75195a265961aa11ff2de5843103be764c,Excellent contribution to the field.,1
2288176.0,8acccb75195a265961aa11ff2de5843103be764c,Needs more empirical validation.,2
1725095.0,0003975c67dc6e9f0c405cd4dd072b04b684b742,Interesting methodology.,2
1679601.0,0003975c67dc6e9f0c405cd4dd072b04b684b742,Needs more empirical validation.,2
98416103.0,03874e05c356223ba0362bc5483e2dbaba8f3202,Excellent contribution to the field.,4
144295203.0,03874e05c356223ba0362bc5483e2dbaba8f3202,Limited novelty but useful results.,2
52168775.0,56e803a517d8cd7fd9f1474ad54dc926533ec38f,Limited novelty but useful results.,2
145313246.0,8962505574f752c9b82ee243bceabf4753bfe717,Excellent contribution to the field.,1
2012558623.0,8962505574f752c9b82ee243bceabf4753bfe717,Excellent contribution to the field.,3
38713946.0,8962505574f752c9b82ee243bceabf4753bfe717,Excellent contribution to the field.,5
2470462.0,87c198f86bc6eaa9439d309904081ac294382abb,Needs more empirical validation.,1
27030246.0,87c198f86bc6eaa9439d309904081ac294382abb,Limited novelty but useful results.,3
2655147.0,e1b372337eb0606ab883cf4a290004c7d7471781,Needs more empirical validation.,2
32349706.0,4683f3b5aa7c23b3ac9fbe312ef29a4f44c8bb1b,Interesting methodology.,3
2088927318.0,181e892fa1207461e93a953c05e0395223345b10,Well-structured and informative.,5
35005991.0,181e892fa1207461e93a953c05e0395223345b10,Excellent contribution to the field.,1
2239464106.0,181e892fa1207461e93a953c05e0395223345b10,Limited novelty but useful results.,2
2247857812.0,914968d3df158691e8eae81da1e4b8086ddac91d,Needs more empirical validation.,5
2143860149.0,914968d3df158691e8eae81da1e4b8086ddac91d,Needs more empirical validation.,2
41015808.0,914968d3df158691e8eae81da1e4b8086ddac91d,Interesting methodology.,2
1751437282.0,87cbb87d3d4f623280c87a7677e984be7b98f2f2,Interesting methodology.,2
35501788.0,87cbb87d3d4f623280c87a7677e984be7b98f2f2,Well-structured and informative.,5
2313661.0,87cbb87d3d4f623280c87a7677e984be7b98f2f2,Well-structured and informative.,2
2088927318.0,cc40bf6fdb7047912277051b9ec9d55f0c6d110d,Needs more empirical validation.,1
1705869.0,cc40bf6fdb7047912277051b9ec9d55f0c6d110d,Limited novelty but useful results.,5
2443089.0,cc40bf6fdb7047912277051b9ec9d55f0c6d110d,Interesting methodology.,5
1718601.0,a47326d7996def2cd015c4d2558b63073bb6846d,Limited novelty but useful results.,2
145771261.0,a47326d7996def2cd015c4d2558b63073bb6846d,Limited novelty but useful results.,3
2081393182.0,a47326d7996def2cd015c4d2558b63073bb6846d,Needs more empirical validation.,5
3213767.0,caf27f4542e8dccdaaa22a27a7b95b5ef0c6d2b8,Limited novelty but useful results.,3
2296852110.0,caf27f4542e8dccdaaa22a27a7b95b5ef0c6d2b8,Interesting methodology.,3
2219751530.0,caf27f4542e8dccdaaa22a27a7b95b5ef0c6d2b8,Interesting methodology.,5
35138971.0,caf27f4542e8dccdaaa22a27a7b95b5ef0c6d2b8,Well-structured and informative.,1
2078333978.0,94702376b1afab661189d8a68416178a4da8102b,Interesting methodology.,3
35342071.0,94702376b1afab661189d8a68416178a4da8102b,Needs more empirical validation.,3
3184883.0,94702376b1afab661189d8a68416178a4da8102b,Excellent contribution to the field.,5
145217484.0,94702376b1afab661189d8a68416178a4da8102b,Limited novelty but useful results.,3
2352987787.0,94702376b1afab661189d8a68416178a4da8102b,Needs more empirical validation.,4
2114858131.0,000429c966f527613c700947a0912b10ce3f359d,Needs more empirical validation.,1
2291962765.0,000429c966f527613c700947a0912b10ce3f359d,Limited novelty but useful results.,1
27688401.0,ea0cb965e2a5190d2497caddbbb79e7036d207cf,Excellent contribution to the field.,2
1699019.0,ea0cb965e2a5190d2497caddbbb79e7036d207cf,Needs more empirical validation.,4
48559520.0,000458c2651ab147d503429f6460aa80155e8e35,Limited novelty but useful results.,3
2329600.0,000458c2651ab147d503429f6460aa80155e8e35,Interesting methodology.,1
145681032.0,000458c2651ab147d503429f6460aa80155e8e35,Interesting methodology.,5
144984311.0,000458c2651ab147d503429f6460aa80155e8e35,Needs more empirical validation.,4
2146052891.0,000458c2651ab147d503429f6460aa80155e8e35,Interesting methodology.,3
2671368.0,000458c2651ab147d503429f6460aa80155e8e35,Interesting methodology.,3
12081764.0,000458c2651ab147d503429f6460aa80155e8e35,Limited novelty but useful results.,4
2111137251.0,000458c2651ab147d503429f6460aa80155e8e35,Limited novelty but useful results.,5
35122174.0,0004fe12ae50ed77aab5d8bfbe74bb58d9b333c1,Limited novelty but useful results.,1
2672595.0,0004fe12ae50ed77aab5d8bfbe74bb58d9b333c1,Well-structured and informative.,2
2111261881.0,0004fe12ae50ed77aab5d8bfbe74bb58d9b333c1,Limited novelty but useful results.,1
35122174.0,761163778df822d53efe6c3015eb7afeba768b78,Well-structured and informative.,4
2111261881.0,761163778df822d53efe6c3015eb7afeba768b78,Needs more empirical validation.,5
7184251.0,761163778df822d53efe6c3015eb7afeba768b78,Well-structured and informative.,5
7551433.0,761163778df822d53efe6c3015eb7afeba768b78,Needs more empirical validation.,4
97503663.0,761163778df822d53efe6c3015eb7afeba768b78,Limited novelty but useful results.,5
38635490.0,00059087c954c1af6ece33115315e3e0ecc2f2c2,Well-structured and informative.,2
36126076.0,00059087c954c1af6ece33115315e3e0ecc2f2c2,Interesting methodology.,3
2281332673.0,0005b67f248df75bf0f4eba37328142951559498,Well-structured and informative.,2
2282209914.0,0005b67f248df75bf0f4eba37328142951559498,Well-structured and informative.,2
2259935939.0,0005b67f248df75bf0f4eba37328142951559498,Excellent contribution to the field.,2
1641475500.0,0005b67f248df75bf0f4eba37328142951559498,Needs more empirical validation.,2
2305062011.0,0005b67f248df75bf0f4eba37328142951559498,Limited novelty but useful results.,5
2304555579.0,0005b67f248df75bf0f4eba37328142951559498,Well-structured and informative.,2
2287374267.0,0005b67f248df75bf0f4eba37328142951559498,Needs more empirical validation.,2
1994778.0,00064ea12f64bd7770aa923e67e09597f5a9925b,Well-structured and informative.,1
145295484.0,00064ea12f64bd7770aa923e67e09597f5a9925b,Needs more empirical validation.,1
144789425.0,422337fa8bfebf37fad9730b1711acf8ea5f4e92,Well-structured and informative.,4
5349619.0,422337fa8bfebf37fad9730b1711acf8ea5f4e92,Well-structured and informative.,4
26908915.0,422337fa8bfebf37fad9730b1711acf8ea5f4e92,Needs more empirical validation.,2
2108956293.0,88b10094e3ba27033dff0f96a412329220cb1f9a,Interesting methodology.,1
2330367605.0,88b10094e3ba27033dff0f96a412329220cb1f9a,Needs more empirical validation.,1
3043043.0,88b10094e3ba27033dff0f96a412329220cb1f9a,Interesting methodology.,1
2067076753.0,88b10094e3ba27033dff0f96a412329220cb1f9a,Excellent contribution to the field.,4
2064267986.0,1df91e92ac8e388ed0ccf305f0c0eb769373aeff,Limited novelty but useful results.,2
32743643.0,1df91e92ac8e388ed0ccf305f0c0eb769373aeff,Limited novelty but useful results.,1
2272205.0,1df91e92ac8e388ed0ccf305f0c0eb769373aeff,Excellent contribution to the field.,5
2242910.0,1df91e92ac8e388ed0ccf305f0c0eb769373aeff,Well-structured and informative.,3
2143490.0,1df91e92ac8e388ed0ccf305f0c0eb769373aeff,Well-structured and informative.,5
3317124.0,22301fafc0d082fe05d0c6d85693abf34527320c,Excellent contribution to the field.,3
3057896.0,22301fafc0d082fe05d0c6d85693abf34527320c,Excellent contribution to the field.,1
5380819.0,22301fafc0d082fe05d0c6d85693abf34527320c,Excellent contribution to the field.,3
144664815.0,22301fafc0d082fe05d0c6d85693abf34527320c,Interesting methodology.,4
2672192.0,c995f1f102e886192bdd6d29ac567f1c68cb03ad,Interesting methodology.,4
2272205.0,c995f1f102e886192bdd6d29ac567f1c68cb03ad,Well-structured and informative.,1
2143490.0,c995f1f102e886192bdd6d29ac567f1c68cb03ad,Needs more empirical validation.,3
2242910.0,c995f1f102e886192bdd6d29ac567f1c68cb03ad,Well-structured and informative.,5
2198089421.0,c995f1f102e886192bdd6d29ac567f1c68cb03ad,Interesting methodology.,3
1930256.0,f8413d402f4aa45c2f517ec9f03c7264a49df2d0,Needs more empirical validation.,5
144927912.0,f8413d402f4aa45c2f517ec9f03c7264a49df2d0,Needs more empirical validation.,3
143610806.0,f8413d402f4aa45c2f517ec9f03c7264a49df2d0,Well-structured and informative.,3
2238453304.0,30c7e10fec9464c9745e1756acd1ca485509524b,Excellent contribution to the field.,3
2238449753.0,30c7e10fec9464c9745e1756acd1ca485509524b,Well-structured and informative.,4
144681793.0,30c7e10fec9464c9745e1756acd1ca485509524b,Well-structured and informative.,2
32273507.0,761eebdd0c9fda978e316c220c54549978c3f987,Interesting methodology.,3
2060625466.0,761eebdd0c9fda978e316c220c54549978c3f987,Limited novelty but useful results.,2
34906687.0,761eebdd0c9fda978e316c220c54549978c3f987,Interesting methodology.,4
2240710091.0,000651c8f5971dff64d5cbeafe7302a53895823e,Excellent contribution to the field.,3
37278009.0,000651c8f5971dff64d5cbeafe7302a53895823e,Interesting methodology.,4
144753120.0,000651c8f5971dff64d5cbeafe7302a53895823e,Interesting methodology.,4
144658464.0,000651c8f5971dff64d5cbeafe7302a53895823e,Limited novelty but useful results.,3
31571033.0,0dc21823b956251f746415eef82aa6a77d42045e,Well-structured and informative.,4
2131286.0,0dc21823b956251f746415eef82aa6a77d42045e,Well-structured and informative.,3
1809420.0,0dc21823b956251f746415eef82aa6a77d42045e,Needs more empirical validation.,3
1793476.0,0dc21823b956251f746415eef82aa6a77d42045e,Excellent contribution to the field.,3
34673652.0,0007dba348869daebdaa5f02dd120dde7ce1a305,Well-structured and informative.,4
2044250.0,0007dba348869daebdaa5f02dd120dde7ce1a305,Limited novelty but useful results.,3
1888350.0,0007dba348869daebdaa5f02dd120dde7ce1a305,Interesting methodology.,2
2956166.0,894f88289351fc5ade3ac0c1d5cc249c7c107391,Needs more empirical validation.,3
2504420.0,6b79f8f0566bada168403c18159ef4ef0206d799,Well-structured and informative.,1
145761556.0,6b79f8f0566bada168403c18159ef4ef0206d799,Needs more empirical validation.,5
2107714.0,6b79f8f0566bada168403c18159ef4ef0206d799,Limited novelty but useful results.,2
115075591.0,6b79f8f0566bada168403c18159ef4ef0206d799,Limited novelty but useful results.,5
73641055.0,00085367adf8049b2091ac5e87b36a7eee7155ae,Excellent contribution to the field.,4
30884844.0,00085367adf8049b2091ac5e87b36a7eee7155ae,Needs more empirical validation.,2
2615948.0,b6b7fbf9b28b99f4e4ffd4e853260ffc3a926b16,Needs more empirical validation.,2
1683061.0,b6b7fbf9b28b99f4e4ffd4e853260ffc3a926b16,Interesting methodology.,1
1690284.0,b6b7fbf9b28b99f4e4ffd4e853260ffc3a926b16,Needs more empirical validation.,4
32523571.0,91137c72a9a9ff30b8dd8fad6b712b087981f07e,Excellent contribution to the field.,2
1690284.0,91137c72a9a9ff30b8dd8fad6b712b087981f07e,Interesting methodology.,3
2085813183.0,049034282f17a084b7e0a7839d8ddc3652468baa,Interesting methodology.,5
50422483.0,049034282f17a084b7e0a7839d8ddc3652468baa,Excellent contribution to the field.,4
2615948.0,7df8f1310faa6b63c17f19ef30a0871e726c78d6,Needs more empirical validation.,2
2079059752.0,7df8f1310faa6b63c17f19ef30a0871e726c78d6,Well-structured and informative.,4
2118590164.0,0008afdfa123c7d32b644f5cebafae98a58e1bfa,Needs more empirical validation.,3
,0008afdfa123c7d32b644f5cebafae98a58e1bfa,Needs more empirical validation.,4
2108147319.0,0008afdfa123c7d32b644f5cebafae98a58e1bfa,Well-structured and informative.,5
2313483079.0,380fdeb36995ede563642f1b77a8859f95d9fc4d,Limited novelty but useful results.,5
2276069729.0,380fdeb36995ede563642f1b77a8859f95d9fc4d,Interesting methodology.,2
2246718702.0,380fdeb36995ede563642f1b77a8859f95d9fc4d,Needs more empirical validation.,5
2248790595.0,380fdeb36995ede563642f1b77a8859f95d9fc4d,Excellent contribution to the field.,2
2248531892.0,380fdeb36995ede563642f1b77a8859f95d9fc4d,Excellent contribution to the field.,4
2268243667.0,380fdeb36995ede563642f1b77a8859f95d9fc4d,Interesting methodology.,2
1786157.0,8bc2f055c6e0a54f7a1915b96b4e8bf2bf89a10f,Needs more empirical validation.,5
2106689384.0,8bc2f055c6e0a54f7a1915b96b4e8bf2bf89a10f,Needs more empirical validation.,2
2108307984.0,8bc2f055c6e0a54f7a1915b96b4e8bf2bf89a10f,Well-structured and informative.,3
2206050777.0,8bc2f055c6e0a54f7a1915b96b4e8bf2bf89a10f,Needs more empirical validation.,5
2224174929.0,8bc2f055c6e0a54f7a1915b96b4e8bf2bf89a10f,Well-structured and informative.,2
2145128958.0,8bc2f055c6e0a54f7a1915b96b4e8bf2bf89a10f,Needs more empirical validation.,5
2109068123.0,430a13ce74e2cce8a5316fdc14d4aba7f651890b,Limited novelty but useful results.,3
2189547052.0,430a13ce74e2cce8a5316fdc14d4aba7f651890b,Excellent contribution to the field.,5
2328615151.0,430a13ce74e2cce8a5316fdc14d4aba7f651890b,Interesting methodology.,5
50466696.0,430a13ce74e2cce8a5316fdc14d4aba7f651890b,Well-structured and informative.,1
143651788.0,430a13ce74e2cce8a5316fdc14d4aba7f651890b,Excellent contribution to the field.,3
144752813.0,430a13ce74e2cce8a5316fdc14d4aba7f651890b,Limited novelty but useful results.,3
2146074198.0,430a13ce74e2cce8a5316fdc14d4aba7f651890b,Needs more empirical validation.,2
2069707975.0,0008cb017b9659277632d26566e512a0bdfde553,Excellent contribution to the field.,5
2116864543.0,0008cb017b9659277632d26566e512a0bdfde553,Needs more empirical validation.,1
2313045.0,0008cb017b9659277632d26566e512a0bdfde553,Interesting methodology.,1
2109079276.0,0008cb017b9659277632d26566e512a0bdfde553,Limited novelty but useful results.,3
38819702.0,0008cb017b9659277632d26566e512a0bdfde553,Excellent contribution to the field.,2
2113727378.0,0008cb017b9659277632d26566e512a0bdfde553,Limited novelty but useful results.,2
49606029.0,0008cb017b9659277632d26566e512a0bdfde553,Well-structured and informative.,5
2288264743.0,229530a78e6c5c1f135f2c85ecc1b5e25e6bb463,Excellent contribution to the field.,5
2315113931.0,229530a78e6c5c1f135f2c85ecc1b5e25e6bb463,Well-structured and informative.,4
2150079871.0,229530a78e6c5c1f135f2c85ecc1b5e25e6bb463,Well-structured and informative.,4
2288220343.0,229530a78e6c5c1f135f2c85ecc1b5e25e6bb463,Limited novelty but useful results.,5
2258204190.0,a5ff51640fcf48cbd8f73b8e3b236adae66ac2e2,Well-structured and informative.,1
2308102876.0,a5ff51640fcf48cbd8f73b8e3b236adae66ac2e2,Excellent contribution to the field.,3
2308067479.0,a5ff51640fcf48cbd8f73b8e3b236adae66ac2e2,Limited novelty but useful results.,4
2292967609.0,a5ff51640fcf48cbd8f73b8e3b236adae66ac2e2,Interesting methodology.,1
2308022698.0,a5ff51640fcf48cbd8f73b8e3b236adae66ac2e2,Well-structured and informative.,5
2308069152.0,a5ff51640fcf48cbd8f73b8e3b236adae66ac2e2,Limited novelty but useful results.,5
2274572515.0,4c8da4fa2c8102a7b7dad024f85c54b49ba0636b,Well-structured and informative.,4
2109464620.0,4c8da4fa2c8102a7b7dad024f85c54b49ba0636b,Interesting methodology.,2
2274454000.0,4c8da4fa2c8102a7b7dad024f85c54b49ba0636b,Interesting methodology.,4
2108506492.0,4c8da4fa2c8102a7b7dad024f85c54b49ba0636b,Limited novelty but useful results.,4
2275034014.0,4c8da4fa2c8102a7b7dad024f85c54b49ba0636b,Interesting methodology.,5
1914486309.0,4c8da4fa2c8102a7b7dad024f85c54b49ba0636b,Excellent contribution to the field.,2
2274436707.0,4c8da4fa2c8102a7b7dad024f85c54b49ba0636b,Excellent contribution to the field.,1
,10dcde63c6ce45a850018a52d32bcec621038b21,Excellent contribution to the field.,2
2142084504.0,10dcde63c6ce45a850018a52d32bcec621038b21,Limited novelty but useful results.,2
2201663597.0,10dcde63c6ce45a850018a52d32bcec621038b21,Well-structured and informative.,2
1684067.0,10dcde63c6ce45a850018a52d32bcec621038b21,Excellent contribution to the field.,1
,7b494e3e4fbc1d2fb3eeabe2ceb4b288d027470f,Excellent contribution to the field.,3
2142084504.0,7b494e3e4fbc1d2fb3eeabe2ceb4b288d027470f,Interesting methodology.,4
1684067.0,7b494e3e4fbc1d2fb3eeabe2ceb4b288d027470f,Limited novelty but useful results.,1
2146976732.0,b57611c4ad704d2a9c44fad3bd1e062bc10e3d87,Well-structured and informative.,4
9645431.0,b57611c4ad704d2a9c44fad3bd1e062bc10e3d87,Limited novelty but useful results.,5
46276037.0,b57611c4ad704d2a9c44fad3bd1e062bc10e3d87,Limited novelty but useful results.,1
145121530.0,b57611c4ad704d2a9c44fad3bd1e062bc10e3d87,Interesting methodology.,2
2115640032.0,b57611c4ad704d2a9c44fad3bd1e062bc10e3d87,Interesting methodology.,5
2113457514.0,b57611c4ad704d2a9c44fad3bd1e062bc10e3d87,Limited novelty but useful results.,3
2199307698.0,ae29578c017e6ee5a6f3d829e8929168b1844126,Excellent contribution to the field.,4
144974638.0,ae29578c017e6ee5a6f3d829e8929168b1844126,Excellent contribution to the field.,5
1391200997.0,ae29578c017e6ee5a6f3d829e8929168b1844126,Well-structured and informative.,4
2117181339.0,ae29578c017e6ee5a6f3d829e8929168b1844126,Interesting methodology.,3
145618262.0,ae29578c017e6ee5a6f3d829e8929168b1844126,Interesting methodology.,2
2115904008.0,ae29578c017e6ee5a6f3d829e8929168b1844126,Well-structured and informative.,4
2261523249.0,a4f7df958aa56eac6cdcd7aa6c25c66726e44758,Interesting methodology.,5
2237900541.0,a4f7df958aa56eac6cdcd7aa6c25c66726e44758,Excellent contribution to the field.,2
1935088014.0,7635dd17557475edb06d91599d9a9bfc9c961cd5,Needs more empirical validation.,2
1724876.0,7635dd17557475edb06d91599d9a9bfc9c961cd5,Well-structured and informative.,3
2277214035.0,7635dd17557475edb06d91599d9a9bfc9c961cd5,Excellent contribution to the field.,5
144140719.0,7635dd17557475edb06d91599d9a9bfc9c961cd5,Excellent contribution to the field.,3
2205437693.0,7635dd17557475edb06d91599d9a9bfc9c961cd5,Excellent contribution to the field.,3
2117909932.0,d8cfdb075bf76e1ba6279337ac975a1b0d3d55bb,Well-structured and informative.,4
144777445.0,d8cfdb075bf76e1ba6279337ac975a1b0d3d55bb,Interesting methodology.,3
1724876.0,d8cfdb075bf76e1ba6279337ac975a1b0d3d55bb,Interesting methodology.,1
145761702.0,d8cfdb075bf76e1ba6279337ac975a1b0d3d55bb,Limited novelty but useful results.,1
3324575.0,26baef4b4409858dd43f89db2394ea47784f845a,Well-structured and informative.,5
1777330.0,26baef4b4409858dd43f89db2394ea47784f845a,Well-structured and informative.,5
